TRD_DD,ISU_SRT_CD,ADJ_FACTOR
336370,솔루스첨단소재,-900
336370,솔루스첨단소재,-27.47058823529411764705882353
336370,솔루스첨단소재,-900
33637K,솔루스첨단소재1우,
33637K,솔루스첨단소재1우,382.8
33637K,솔루스첨단소재1우,-40.875
33637K,솔루스첨단소재1우,382.8
33637L,솔루스첨단소재2우B,
33637L,솔루스첨단소재2우B,-91.66666666666666666666666667
33637L,솔루스첨단소재2우B,-276
33637L,솔루스첨단소재2우B,-91.66666666666666666666666667
336570,원텍,
336570,원텍,-21.04166666666666666666666667
336570,원텍,76.69230769230769230769230769
336570,원텍,-21.04166666666666666666666667
336680,탑런토탈솔루션,
336680,탑런토탈솔루션,-139
336680,탑런토탈솔루션,-53.125
336680,탑런토탈솔루션,-139
337840,유엑스엔,
337840,유엑스엔,78.125
337840,유엑스엔,-79.125
337840,유엑스엔,78.125
337930,젝시믹스,
337930,젝시믹스,105.8
337930,젝시믹스,-49.09090909090909090909090909
337930,젝시믹스,105.8
338100,NH프라임리츠,
338100,NH프라임리츠,-924
338100,NH프라임리츠,-103.6666666666666666666666667
338100,NH프라임리츠,-924
338220,뷰노,
338220,뷰노,35.65454545454545454545454545
338220,뷰노,-45.56818181818181818181818182
338220,뷰노,35.65454545454545454545454545
338840,와이바이오로직스,
338840,와이바이오로직스,-51.36363636363636363636363636
338840,와이바이오로직스,160.4285714285714285714285714
338840,와이바이오로직스,-51.36363636363636363636363636
339770,교촌에프앤비,
339770,교촌에프앤비,56.33333333333333333333333333
339770,교촌에프앤비,
339770,교촌에프앤비,56.33333333333333333333333333
339950,아이비김영,
339950,아이비김영,50.84615384615384615384615385
339950,아이비김영,-62.96875
339950,아이비김영,50.84615384615384615384615385
340360,다보링크,
340360,다보링크,37.52173913043478260869565217
340360,다보링크,-864
340360,다보링크,37.52173913043478260869565217
340440,세림B&G,
340440,세림B&G,-36.19565217391304347826086957
340440,세림B&G,-41.60975609756097560975609756
340440,세림B&G,-36.19565217391304347826086957
340450,지씨지놈,
340450,지씨지놈,-257.6666666666666666666666667
340450,지씨지놈,-52.53333333333333333333333333
340450,지씨지놈,-257.6666666666666666666666667
340570,티앤엘,
340570,티앤엘,275
340570,티앤엘,-13.5
340570,티앤엘,275
340810,시선AI,
340810,시선AI,
340810,시선AI,-18.85
340810,시선AI,
340930,유일에너테크,
340930,유일에너테크,-184.5
340930,유일에너테크,-23.77777777777777777777777778
340930,유일에너테크,-184.5
341170,퓨쳐메디신,
341170,퓨쳐메디신,46.91666666666666666666666667
341170,퓨쳐메디신,-71.375
341170,퓨쳐메디신,46.91666666666666666666666667
341310,이앤에치,
341310,이앤에치,-335
341310,이앤에치,-68
341310,이앤에치,-335
343090,HLB사이언스,
343090,HLB사이언스,32.57692307692307692307692308
343090,HLB사이언스,-41.33333333333333333333333333
343090,HLB사이언스,32.57692307692307692307692308
344820,KCC글라스,
344820,KCC글라스,88
344820,KCC글라스,204.3333333333333333333333333
344820,KCC글라스,88
344860,이노진,
344860,이노진,113.4375
344860,이노진,-54.38235294117647058823529412
344860,이노진,113.4375
346010,타이드,
346010,타이드,38.20588235294117647058823529
346010,타이드,
346010,타이드,38.20588235294117647058823529
347000,센코,
347000,센코,-473
347000,센코,-48.3
347000,센코,-473
347700,스피어,
347700,스피어,35.64705882352941176470588235
347700,스피어,-26.25
347700,스피어,35.64705882352941176470588235
347740,피엔케이피부임상연구센타,
347740,피엔케이피부임상연구센타,67.125
347740,피엔케이피부임상연구센타,-16.79411764705882352941176471
347740,피엔케이피부임상연구센타,67.125
347770,핌스,
347770,핌스,-17.54166666666666666666666667
347770,핌스,-61.14285714285714285714285714
347770,핌스,-17.54166666666666666666666667
347850,디앤디파마텍,
347850,디앤디파마텍,55.92
347850,디앤디파마텍,-27.88461538461538461538461538
347850,디앤디파마텍,55.92
347860,알체라,
347860,알체라,-39.35714285714285714285714286
347860,알체라,-79.71428571428571428571428571
347860,알체라,-39.35714285714285714285714286
347890,엠투아이,
347890,엠투아이,145.5
347890,엠투아이,-42.57142857142857142857142857
347890,엠투아이,145.5
348030,모비릭스,
348030,모비릭스,102.875
348030,모비릭스,-165.6
348030,모비릭스,102.875
348080,큐라티스,
348080,큐라티스,80.66666666666666666666666667
348080,큐라티스,-81.66666666666666666666666667
348080,큐라티스,80.66666666666666666666666667
348150,고바이오랩,
348150,고바이오랩,-55.22222222222222222222222222
348150,고바이오랩,-25.85
348150,고바이오랩,-55.22222222222222222222222222
348210,넥스틴,
348210,넥스틴,
348210,넥스틴,-27.88235294117647058823529412
348210,넥스틴,
348340,뉴로메카,
348340,뉴로메카,-143.3333333333333333333333333
348340,뉴로메카,-62.42857142857142857142857143
348340,뉴로메카,-143.3333333333333333333333333
348350,위드텍,
348350,위드텍,-39.04166666666666666666666667
348350,위드텍,-63.46666666666666666666666667
348350,위드텍,-39.04166666666666666666666667
348370,엔켐,
348370,엔켐,23.57142857142857142857142857
348370,엔켐,-21.625
348370,엔켐,23.57142857142857142857142857
348950,제이알글로벌리츠,
348950,제이알글로벌리츠,-515
348950,제이알글로벌리츠,-129.75
348950,제이알글로벌리츠,-515
350520,이지스레지던스리츠,
350520,이지스레지던스리츠,161.2
350520,이지스레지던스리츠,-101.75
350520,이지스레지던스리츠,161.2
351020,미쥬,
351020,미쥬,
351020,미쥬,
351020,미쥬,
351320,넥사다이내믹스,
351320,넥사다이내믹스,19.06862745098039215686274510
351320,넥사다이내믹스,-37.69811320754716981132075472
351320,넥사다이내믹스,19.06862745098039215686274510
351330,이삭엔지니어링,
351330,이삭엔지니어링,-61.72727272727272727272727273
351330,이삭엔지니어링,-170.75
351330,이삭엔지니어링,-61.72727272727272727272727273
351870,차이커뮤니케이션,
351870,차이커뮤니케이션,75.33333333333333333333333333
351870,차이커뮤니케이션,-30.47826086956521739130434783
351870,차이커뮤니케이션,75.33333333333333333333333333
352090,스톰테크,
352090,스톰테크,-245.3333333333333333333333333
352090,스톰테크,-62.33333333333333333333333333
352090,스톰테크,-245.3333333333333333333333333
352480,씨앤씨인터내셔널,
352480,씨앤씨인터내셔널,21.76315789473684210526315789
352480,씨앤씨인터내셔널,67.91666666666666666666666667
352480,씨앤씨인터내셔널,21.76315789473684210526315789
352700,씨앤투스,
352700,씨앤투스,539
352700,씨앤투스,538
352700,씨앤투스,539
352770,셀레스트라,
352770,셀레스트라,
352770,셀레스트라,
352770,셀레스트라,
352820,하이브,
352820,하이브,70.125
352820,하이브,-94.5
352820,하이브,70.125
352910,오비고,
352910,오비고,881
352910,오비고,-74.41666666666666666666666667
352910,오비고,881
352940,인바이오,
352940,인바이오,-153.6666666666666666666666667
352940,인바이오,-36.46153846153846153846153846
352940,인바이오,-153.6666666666666666666666667
353190,휴럼,
353190,휴럼,-237
353190,휴럼,176.75
353190,휴럼,-237
353200,대덕전자,
353200,대덕전자,-35.15384615384615384615384615
353200,대덕전자,-46.7
353200,대덕전자,-35.15384615384615384615384615
35320K,대덕전자1우,
35320K,대덕전자1우,-72.58333333333333333333333333
35320K,대덕전자1우,-146.1666666666666666666666667
35320K,대덕전자1우,-72.58333333333333333333333333
353590,오토앤,
353590,오토앤,36.64705882352941176470588235
353590,오토앤,154.75
353590,오토앤,36.64705882352941176470588235
353810,이지바이오,
353810,이지바이오,-184.6666666666666666666666667
353810,이지바이오,137.5
353810,이지바이오,-184.6666666666666666666666667
354200,엔젠바이오,
354200,엔젠바이오,-73.48
354200,엔젠바이오,-23.9625
354200,엔젠바이오,-73.48
354320,알멕,
354320,알멕,-157.3333333333333333333333333
354320,알멕,-95.4
354320,알멕,-157.3333333333333333333333333
354390,바스칸바이오제약,
354390,바스칸바이오제약,-326
354390,바스칸바이오제약,243.5
354390,바스칸바이오제약,-326
355150,코스텍시스,
355150,코스텍시스,
355150,코스텍시스,-25.25
355150,코스텍시스,
355390,크라우드웍스,
355390,크라우드웍스,-60
355390,크라우드웍스,-111
355390,크라우드웍스,-60
355690,에이텀,
355690,에이텀,37.77777777777777777777777778
355690,에이텀,-7.938775510204081632653061224
355690,에이텀,37.77777777777777777777777778
356680,엑스게이트,
356680,엑스게이트,-237
356680,엑스게이트,-45.4375
356680,엑스게이트,-237
356860,티엘비,
356860,티엘비,553
356860,티엘비,-277.5
356860,티엘비,553
356890,싸이버원,
356890,싸이버원,160
356890,싸이버원,-27.66666666666666666666666667
356890,싸이버원,160
357120,코람코라이프인프라리츠,
357120,코람코라이프인프라리츠,-50.11764705882352941176470588
357120,코람코라이프인프라리츠,-285
357120,코람코라이프인프라리츠,-50.11764705882352941176470588
357230,에이치피오,
357230,에이치피오,28.44444444444444444444444444
357230,에이치피오,72.14285714285714285714285714
357230,에이치피오,28.44444444444444444444444444
357250,미래에셋맵스리츠,
357250,미래에셋맵스리츠,-175
357250,미래에셋맵스리츠,-132.25
357250,미래에셋맵스리츠,-175
357430,마스턴프리미어리츠,
357430,마스턴프리미어리츠,513
357430,마스턴프리미어리츠,-514
357430,마스턴프리미어리츠,513
357550,석경에이티,
357550,석경에이티,270
357550,석경에이티,-50.09090909090909090909090909
357550,석경에이티,270
357580,아모센스,
357580,아모센스,346
357580,아모센스,-47.13333333333333333333333333
357580,아모센스,346
357780,솔브레인,
357780,솔브레인,
357780,솔브레인,-17.35714285714285714285714286
357780,솔브레인,
357880,SKAI,
357880,SKAI,146.3333333333333333333333333
357880,SKAI,
357880,SKAI,146.3333333333333333333333333
358570,지아이이노베이션,
358570,지아이이노베이션,87.25
358570,지아이이노베이션,-12.18589743589743589743589744
358570,지아이이노베이션,87.25
359090,씨엔알리서치,
359090,씨엔알리서치,1035
359090,씨엔알리서치,-116
359090,씨엔알리서치,1035
360070,탑머티리얼,
360070,탑머티리얼,-485
360070,탑머티리얼,-17.72413793103448275862068966
360070,탑머티리얼,-485
360350,코셈,
360350,코셈,-141.6666666666666666666666667
360350,코셈,-31.35714285714285714285714286
360350,코셈,-141.6666666666666666666666667
361390,제노코,
361390,제노코,1619
361390,제노코,-29.91071428571428571428571429
361390,제노코,1619
361570,알비더블유,
361570,알비더블유,-39.54545454545454545454545455
361570,알비더블유,-218.5
361570,알비더블유,-39.54545454545454545454545455
361610,SK아이이테크놀로지,
361610,SK아이이테크놀로지,10.13333333333333333333333333
361610,SK아이이테크놀로지,-24.38461538461538461538461538
361610,SK아이이테크놀로지,10.13333333333333333333333333
361670,삼영에스앤씨,
361670,삼영에스앤씨,103.5
361670,삼영에스앤씨,-34.12
361670,삼영에스앤씨,103.5
362320,청담글로벌,
362320,청담글로벌,204
362320,청담글로벌,-17
362320,청담글로벌,204
362990,드림인사이트,
362990,드림인사이트,157
362990,드림인사이트,470
362990,드림인사이트,157
363250,진시스템,
363250,진시스템,-31.03125
363250,진시스템,-25.21951219512195121951219512
363250,진시스템,-31.03125
363260,모비데이즈,
363260,모비데이즈,9.360576923076923076923076923
363260,모비데이즈,17.19626168224299065420560748
363260,모비데이즈,9.360576923076923076923076923
363280,티와이홀딩스,
363280,티와이홀딩스,-26.03703703703703703703703704
363280,티와이홀딩스,233.3333333333333333333333333
363280,티와이홀딩스,-26.03703703703703703703703704
36328K,티와이홀딩스우,
36328K,티와이홀딩스우,18.72727272727272727272727273
36328K,티와이홀딩스우,55.18181818181818181818181818
36328K,티와이홀딩스우,18.72727272727272727272727273
364950,에이아이코리아,
364950,에이아이코리아,165.2
364950,에이아이코리아,-76.09090909090909090909090909
364950,에이아이코리아,165.2
365270,큐라클,
365270,큐라클,-206.5
365270,큐라클,-28.53333333333333333333333333
365270,큐라클,-206.5
365330,에스와이스틸텍,
365330,에스와이스틸텍,-16.72727272727272727272727273
365330,에스와이스틸텍,21.08
365330,에스와이스틸텍,-16.72727272727272727272727273
365340,성일하이텍,
365340,성일하이텍,32.33333333333333333333333333
365340,성일하이텍,-26.03225806451612903225806452
365340,성일하이텍,32.33333333333333333333333333
365550,ESR켄달스퀘어리츠,
365550,ESR켄달스퀘어리츠,-49
365550,ESR켄달스퀘어리츠,62
365550,ESR켄달스퀘어리츠,-49
365590,하이딥,
365590,하이딥,47.33333333333333333333333333
365590,하이딥,16.75
365590,하이딥,47.33333333333333333333333333
365900,브이씨,
365900,브이씨,-73.7
365900,브이씨,16.97560975609756097560975610
365900,브이씨,-73.7
366030,공구우먼,
366030,공구우먼,838
366030,공구우먼,-94.11111111111111111111111111
366030,공구우먼,838
367000,플래티어,
367000,플래티어,884
367000,플래티어,-89.4
367000,플래티어,884
368030,창대정밀,
368030,창대정밀,
368030,창대정밀,
368030,창대정밀,
368600,아이씨에이치,
368600,아이씨에이치,
368600,아이씨에이치,-44.08333333333333333333333333
368600,아이씨에이치,
368770,파이버프로,
368770,파이버프로,-55.7
368770,파이버프로,-17.38235294117647058823529412
368770,파이버프로,-55.7
368970,오에스피,
368970,오에스피,-88.16666666666666666666666667
368970,오에스피,43.08333333333333333333333333
368970,오에스피,-88.16666666666666666666666667
369370,블리츠웨이엔터테인먼트,
369370,블리츠웨이엔터테인먼트,701.5
369370,블리츠웨이엔터테인먼트,-83.52941176470588235294117647
369370,블리츠웨이엔터테인먼트,701.5
370090,퓨런티어,
370090,퓨런티어,-56.66666666666666666666666667
370090,퓨런티어,-32.62790697674418604651162791
370090,퓨런티어,-56.66666666666666666666666667
371950,풍원정밀,
371950,풍원정밀,-20.16071428571428571428571429
371950,풍원정밀,111.9
371950,풍원정밀,-20.16071428571428571428571429
372170,윤성에프앤씨,
372170,윤성에프앤씨,54.66666666666666666666666667
372170,윤성에프앤씨,-17.4
372170,윤성에프앤씨,54.66666666666666666666666667
372320,큐로셀,
372320,큐로셀,-357
372320,큐로셀,-45.625
372320,큐로셀,-357
372800,아이티아이즈,
372800,아이티아이즈,124.8
372800,아이티아이즈,-625
372800,아이티아이즈,124.8
372910,한컴라이프케어,
372910,한컴라이프케어,-80.28571428571428571428571429
372910,한컴라이프케어,-71.25
372910,한컴라이프케어,-80.28571428571428571428571429
373110,엑셀세라퓨틱스,
373110,엑셀세라퓨틱스,-43.07692307692307692307692308
373110,엑셀세라퓨틱스,-4.809523809523809523809523810
373110,엑셀세라퓨틱스,-43.07692307692307692307692308
373160,데이원컴퍼니,
373160,데이원컴퍼니,-65.77777777777777777777777778
373160,데이원컴퍼니,-32.15789473684210526315789474
373160,데이원컴퍼니,-65.77777777777777777777777778
373170,엠아이큐브솔루션,
373170,엠아이큐브솔루션,-72.18181818181818181818181818
373170,엠아이큐브솔루션,-57.71428571428571428571428571
373170,엠아이큐브솔루션,-72.18181818181818181818181818
373200,엑스플러스,
373200,엑스플러스,18.4
373200,엑스플러스,-65.4
373200,엑스플러스,18.4
373220,LG에너지솔루션,
373220,LG에너지솔루션,85.11111111111111111111111111
373220,LG에너지솔루션,-35.81818181818181818181818182
373220,LG에너지솔루션,85.11111111111111111111111111
375500,DL이앤씨,
375500,DL이앤씨,35.08333333333333333333333333
375500,DL이앤씨,-85.2
375500,DL이앤씨,35.08333333333333333333333333
37550K,DL이앤씨우,
37550K,DL이앤씨우,99.15
37550K,DL이앤씨우,-62.96875
37550K,DL이앤씨우,99.15
37550L,DL이앤씨2우(전환),
37550L,DL이앤씨2우(전환),39.13333333333333333333333333
37550L,DL이앤씨2우(전환),-74.375
37550L,DL이앤씨2우(전환),39.13333333333333333333333333
376180,피코그램,
376180,피코그램,306
376180,피코그램,-39.25
376180,피코그램,306
376270,에이치이엠파마,
376270,에이치이엠파마,19.48453608247422680412371134
376270,에이치이엠파마,-18.18181818181818181818181818
376270,에이치이엠파마,19.48453608247422680412371134
376290,씨유테크,
376290,씨유테크,
376290,씨유테크,-65
376290,씨유테크,
376300,디어유,
376300,디어유,64.625
376300,디어유,-74.85714285714285714285714286
376300,디어유,64.625
376900,로킷헬스케어,
376900,로킷헬스케어,105.6666666666666666666666667
376900,로킷헬스케어,44.28571428571428571428571429
376900,로킷헬스케어,105.6666666666666666666666667
376930,노을,
376930,노을,25.94594594594594594594594595
376930,노을,-28.42857142857142857142857143
376930,노을,25.94594594594594594594594595
376980,원티드랩,
376980,원티드랩,-212.5
376980,원티드랩,-51
376980,원티드랩,-212.5
377030,비트맥스,
377030,비트맥스,21.70454545454545454545454545
377030,비트맥스,-22.22222222222222222222222222
377030,비트맥스,21.70454545454545454545454545
377190,디앤디플랫폼리츠,
377190,디앤디플랫폼리츠,-70.66666666666666666666666667
377190,디앤디플랫폼리츠,-71.66666666666666666666666667
377190,디앤디플랫폼리츠,-70.66666666666666666666666667
377220,프롬바이오,
377220,프롬바이오,-90.35
377220,프롬바이오,-35.09433962264150943396226415
377220,프롬바이오,-90.35
377300,카카오페이,
377300,카카오페이,38.47058823529411764705882353
377300,카카오페이,-131.8
377300,카카오페이,38.47058823529411764705882353
377330,이지트로닉스,
377330,이지트로닉스,-53.3125
377330,이지트로닉스,-20.38636363636363636363636364
377330,이지트로닉스,-53.3125
377450,리파인,
377450,리파인,45.19444444444444444444444444
377450,리파인,
377450,리파인,45.19444444444444444444444444
377460,위니아에이드,
377460,위니아에이드,
377460,위니아에이드,
377460,위니아에이드,
377480,마음AI,
377480,마음AI,133.3333333333333333333333333
377480,마음AI,-41
377480,마음AI,133.3333333333333333333333333
377740,바이오노트,
377740,바이오노트,42.46153846153846153846153846
377740,바이오노트,45
377740,바이오노트,42.46153846153846153846153846
378340,필에너지,
378340,필에너지,135.9
378340,필에너지,-34.14634146341463414634146341
378340,필에너지,135.9
378800,샤페론,
378800,샤페론,-55.1
378800,샤페론,-43.38461538461538461538461538
378800,샤페론,-55.1
378850,화승알앤에이,
378850,화승알앤에이,-207.6666666666666666666666667
378850,화승알앤에이,-33.78947368421052631578947368
378850,화승알앤에이,-207.6666666666666666666666667
379390,이성씨엔아이,
379390,이성씨엔아이,
379390,이성씨엔아이,
379390,이성씨엔아이,
380540,옵티코어,
380540,옵티코어,-40.97297297297297297297297297
380540,옵티코어,-18.62790697674418604651162791
380540,옵티코어,-40.97297297297297297297297297
380550,뉴로핏,
380550,뉴로핏,-35.225
380550,뉴로핏,-24.88135593220338983050847458
380550,뉴로핏,-35.225
381620,제닉스로보틱스,
381620,제닉스로보틱스,-58.16666666666666666666666667
381620,제닉스로보틱스,-50.85714285714285714285714286
381620,제닉스로보틱스,-58.16666666666666666666666667
381970,케이카,
381970,케이카,-302
381970,케이카,
381970,케이카,-302
382150,온코크로스,
382150,온코크로스,40.90909090909090909090909091
382150,온코크로스,-28.27272727272727272727272727
382150,온코크로스,40.90909090909090909090909091
382480,지아이텍,
382480,지아이텍,216
382480,지아이텍,-145
382480,지아이텍,216
382800,지앤비에스 에코,
382800,지앤비에스 에코,-114.1666666666666666666666667
382800,지앤비에스 에코,-46.66666666666666666666666667
382800,지앤비에스 에코,-114.1666666666666666666666667
382840,원준,
382840,원준,
382840,원준,-22.13333333333333333333333333
382840,원준,
382900,범한퓨얼셀,
382900,범한퓨얼셀,35.35849056603773584905660377
382900,범한퓨얼셀,71.07692307692307692307692308
382900,범한퓨얼셀,35.35849056603773584905660377
383220,F&F,
383220,F&F,309
383220,F&F,-57.18181818181818181818181818
383220,F&F,309
383310,에코프로에이치엔,
383310,에코프로에이치엔,75.71428571428571428571428571
383310,에코프로에이치엔,-25.09090909090909090909090909
383310,에코프로에이치엔,75.71428571428571428571428571
383800,LX홀딩스,
383800,LX홀딩스,-48.125
383800,LX홀딩스,-78
383800,LX홀딩스,-48.125
38380K,LX홀딩스1우,
38380K,LX홀딩스1우,-890
38380K,LX홀딩스1우,444
38380K,LX홀딩스1우,-890
383930,디티앤씨알오,
383930,디티앤씨알오,-615
383930,디티앤씨알오,-124
383930,디티앤씨알오,-615
384470,코어라인소프트,
384470,코어라인소프트,196
384470,코어라인소프트,-52.57894736842105263157894737
384470,코어라인소프트,196
387570,파인메딕스,
387570,파인메딕스,-64.25
387570,파인메딕스,-37.71428571428571428571428571
387570,파인메딕스,-64.25
388050,지투파워,
388050,지투파워,128.5714285714285714285714286
388050,지투파워,-113.5
388050,지투파워,128.5714285714285714285714286
388610,지에프씨생명과학,
388610,지에프씨생명과학,40.02222222222222222222222222
388610,지에프씨생명과학,-34.35185185185185185185185185
388610,지에프씨생명과학,40.02222222222222222222222222
388720,유일로보틱스,
388720,유일로보틱스,672
388720,유일로보틱스,-33
388720,유일로보틱스,672
388790,라이콤,
388790,라이콤,150.6666666666666666666666667
388790,라이콤,-19.83333333333333333333333333
388790,라이콤,150.6666666666666666666666667
388870,파로스아이바이오,
388870,파로스아이바이오,-300.5
388870,파로스아이바이오,-26.04166666666666666666666667
388870,파로스아이바이오,-300.5
389020,자람테크놀로지,
389020,자람테크놀로지,-60.83333333333333333333333333
389020,자람테크놀로지,-21.27777777777777777777777778
389020,자람테크놀로지,-60.83333333333333333333333333
389030,지니너스,
389030,지니너스,820
389030,지니너스,-17.23762376237623762376237624
389030,지니너스,820
389140,포바이포,
389140,포바이포,459
389140,포바이포,-60.86956521739130434782608696
389140,포바이포,459
389260,대명에너지,
389260,대명에너지,-8.636363636363636363636363636
389260,대명에너지,30.66666666666666666666666667
389260,대명에너지,-8.636363636363636363636363636
389470,인벤티지랩,
389470,인벤티지랩,16.75609756097560975609756098
389470,인벤티지랩,-14.74
389470,인벤티지랩,16.75609756097560975609756098
389500,에스비비테크,
389500,에스비비테크,-101.75
389500,에스비비테크,-38
389500,에스비비테크,-101.75
389650,넥스트바이오메디컬,
389650,넥스트바이오메디컬,-183.3333333333333333333333333
389650,넥스트바이오메디컬,136.5
389650,넥스트바이오메디컬,-183.3333333333333333333333333
389680,유디엠텍,
389680,유디엠텍,-556
389680,유디엠텍,-40.71428571428571428571428571
389680,유디엠텍,-556
390110,애니메디솔루션,
390110,애니메디솔루션,12.98461538461538461538461538
390110,애니메디솔루션,
390110,애니메디솔루션,12.98461538461538461538461538
391710,코닉오토메이션,
391710,코닉오토메이션,55.75
391710,코닉오토메이션,-27.91379310344827586206896552
391710,코닉오토메이션,55.75
393210,토마토시스템,
393210,토마토시스템,-630
393210,토마토시스템,314
393210,토마토시스템,-630
393890,더블유씨피,
393890,더블유씨피,100
393890,더블유씨피,-29.57142857142857142857142857
393890,더블유씨피,100
393970,대진첨단소재,
393970,대진첨단소재,-102.75
393970,대진첨단소재,-16.80769230769230769230769231
393970,대진첨단소재,-102.75
394280,오픈엣지테크놀로지,
394280,오픈엣지테크놀로지,-86.35714285714285714285714286
394280,오픈엣지테크놀로지,-21.49152542372881355932203390
394280,오픈엣지테크놀로지,-86.35714285714285714285714286
394800,쓰리빌리언,
394800,쓰리빌리언,
394800,쓰리빌리언,44
394800,쓰리빌리언,
395400,SK리츠,
395400,SK리츠,-46.71428571428571428571428571
395400,SK리츠,64.4
395400,SK리츠,-46.71428571428571428571428571
396270,넥스트칩,
396270,넥스트칩,
396270,넥스트칩,-13.81481481481481481481481481
396270,넥스트칩,
396300,세아메카닉스,
396300,세아메카닉스,-113.6666666666666666666666667
396300,세아메카닉스,-171.5
396300,세아메카닉스,-113.6666666666666666666666667
396470,워트,
396470,워트,-62.15384615384615384615384615
396470,워트,-34.66666666666666666666666667
396470,워트,-62.15384615384615384615384615
396690,미래에셋글로벌리츠,
396690,미래에셋글로벌리츠,272.5
396690,미래에셋글로벌리츠,-91.83333333333333333333333333
396690,미래에셋글로벌리츠,272.5
397030,에이프릴바이오,
397030,에이프릴바이오,-70.33333333333333333333333333
397030,에이프릴바이오,-47.88888888888888888888888889
397030,에이프릴바이오,-70.33333333333333333333333333
398120,에스지헬스케어,
398120,에스지헬스케어,155.5
398120,에스지헬스케어,-208.3333333333333333333333333
398120,에스지헬스케어,155.5
399720,가온칩스,
399720,가온칩스,-57.06666666666666666666666667
399720,가온칩스,-26.17647058823529411764705882
399720,가온칩스,-57.06666666666666666666666667
400760,NH올원리츠,
400760,NH올원리츠,638
400760,NH올원리츠,
400760,NH올원리츠,638
402030,코난테크놀로지,
402030,코난테크놀로지,130.75
402030,코난테크놀로지,-38.35714285714285714285714286
402030,코난테크놀로지,130.75
402340,SK스퀘어,
402340,SK스퀘어,-152.8888888888888888888888889
402340,SK스퀘어,-23.55737704918032786885245902
402340,SK스퀘어,-152.8888888888888888888888889
402420,켈스,
402420,켈스,96.25
402420,켈스,-28.5
402420,켈스,96.25
402490,그린리소스,
402490,그린리소스,-93.38888888888888888888888889
402490,그린리소스,1680
402490,그린리소스,-93.38888888888888888888888889
403360,라피치,
403360,라피치,-567
403360,라피치,-8.875
403360,라피치,-567
403490,우듬지팜,
403490,우듬지팜,-84.3
403490,우듬지팜,-422.5
403490,우듬지팜,-84.3
403550,쏘카,
403550,쏘카,1244
403550,쏘카,-35.55555555555555555555555556
403550,쏘카,1244
403870,HPSP,
403870,HPSP,48.63636363636363636363636364
403870,HPSP,-77.42857142857142857142857143
403870,HPSP,48.63636363636363636363636364
404990,신한서부티엔디리츠,
404990,신한서부티엔디리츠,-237.6666666666666666666666667
404990,신한서부티엔디리츠,-119.8333333333333333333333333
404990,신한서부티엔디리츠,-237.6666666666666666666666667
405000,플라즈맵,
405000,플라즈맵,-32
405000,플라즈맵,-33
405000,플라즈맵,-32
405100,큐알티,
405100,큐알티,-48.11538461538461538461538462
405100,큐알티,-32.275
405100,큐알티,-48.11538461538461538461538462
405920,나라셀라,
405920,나라셀라,
405920,나라셀라,
405920,나라셀라,
406820,뷰티스킨,
406820,뷰티스킨,-99.25
406820,뷰티스킨,-36.02941176470588235294117647
406820,뷰티스킨,-99.25
407400,꿈비,
407400,꿈비,-136.2
407400,꿈비,-41.05882352941176470588235294
407400,꿈비,-136.2
408900,스튜디오미르,
408900,스튜디오미르,12.35897435897435897435897436
408900,스튜디오미르,-69.85714285714285714285714286
408900,스튜디오미르,12.35897435897435897435897436
408920,메쎄이상,
408920,메쎄이상,51.41666666666666666666666667
408920,메쎄이상,153.25
408920,메쎄이상,51.41666666666666666666666667
411080,샌즈랩,
411080,샌즈랩,104.25
411080,샌즈랩,-56.6
411080,샌즈랩,104.25
412350,레이저쎌,
412350,레이저쎌,-30
412350,레이저쎌,-24.57142857142857142857142857
412350,레이저쎌,-30
412540,제일엠앤에스,
412540,제일엠앤에스,
412540,제일엠앤에스,
412540,제일엠앤에스,
413300,티엘엔지니어링,
413300,티엘엔지니어링,26.66666666666666666666666667
413300,티엘엔지니어링,18.31034482758620689655172414
413300,티엘엔지니어링,26.66666666666666666666666667
413390,엠오티,
413390,엠오티,78.55555555555555555555555556
413390,엠오티,-24.56666666666666666666666667
413390,엠오티,78.55555555555555555555555556
413630,씨피시스템,
413630,씨피시스템,26.88709677419354838709677419
413630,씨피시스템,-38.04444444444444444444444444
413630,씨피시스템,26.88709677419354838709677419
413640,비아이매트릭스,
413640,비아이매트릭스,-41
413640,비아이매트릭스,-677.5
413640,비아이매트릭스,-41
415380,스튜디오삼익,
415380,스튜디오삼익,58.625
415380,스튜디오삼익,57.625
415380,스튜디오삼익,58.625
415640,KB발해인프라,
415640,KB발해인프라,106.375
415640,KB발해인프라,76.36363636363636363636363636
415640,KB발해인프라,106.375
416180,신성에스티,
416180,신성에스티,-45.41176470588235294117647059
416180,신성에스티,-13.86666666666666666666666667
416180,신성에스티,-45.41176470588235294117647059
417010,나노팀,
417010,나노팀,
417010,나노팀,-32.94117647058823529411764706
417010,나노팀,
417180,핑거스토리,
417180,핑거스토리,38.23076923076923076923076923
417180,핑거스토리,-50.7
417180,핑거스토리,38.23076923076923076923076923
417200,LS머트리얼즈,
417200,LS머트리얼즈,145.5714285714285714285714286
417200,LS머트리얼즈,-31.87878787878787878787878788
417200,LS머트리얼즈,145.5714285714285714285714286
417310,코람코더원리츠,
417310,코람코더원리츠,-49.81818181818181818181818182
417310,코람코더원리츠,108.6
417310,코람코더원리츠,-49.81818181818181818181818182
417500,제이아이테크,
